image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0019,Wikimedia Commons,Iraq,sculptures_statues,"Head of a Sumerian male from Khafajah, Diyala Region, Iraq","https://commons.wikimedia.org/wiki/File:Head_of_a_Sumerian_male_from_Khafajah,_Diyala_Region,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Head_of_a_Sumerian_male_from_Khafajah%2C_Diyala_Region%2C_Iraq.jpg/960px-Head_of_a_Sumerian_male_from_Khafajah%2C_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Head of a Sumerian male (the body of the statuette is lost) from Khafajah, Diyala Region, Iraq. Early Dynastic period, 2600-2400 BCE. Excavated by the Oriental Institute of the University of Chicago in the 1930s. On display at the Iraq Museum in Baghdad.","File:Head of a Sumerian male from Khafajah, Diyala Region, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/c/c8/Head_of_a_Sumerian_male_from_Khafajah%2C_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0020,Wikimedia Commons,Iraq,sculptures_statues,"Head of a Sumerian male from Khafajah, Diyala, Iraq","https://commons.wikimedia.org/wiki/File:Head_of_a_Sumerian_male_from_Khafajah,_Diyala,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Head_of_a_Sumerian_male_from_Khafajah%2C_Diyala%2C_Iraq.jpg/960px-Head_of_a_Sumerian_male_from_Khafajah%2C_Diyala%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Head of a Sumerian male (the body of the statuette is lost) from Khafajah, Diyala Region, Iraq. Early Dynastic period, 2600-2400 BCE. Excavated by the Oriental Institute of the University of Chicago in the 1930s. On display at the Iraq Museum in Baghdad.","File:Head of a Sumerian male from Khafajah, Diyala, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/e/eb/Head_of_a_Sumerian_male_from_Khafajah%2C_Diyala%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0021,Wikimedia Commons,Iraq,sculptures_statues,"Head of a woman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Head_of_a_woman_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Head_of_a_woman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum%2C_Baghdad.jpg/960px-Head_of_a_woman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Head of a woman from Hatra, Iraq. 2nd-3rd century CE. Remarkable headdress and earrings. On display at the Iraq Museum in Baghdad, Iraq.","File:Head of a woman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/2/2d/Head_of_a_woman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0022,Wikimedia Commons,Iraq,sculptures_statues,"Head of a woman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Head_of_a_woman_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Head_of_a_woman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg/960px-Head_of_a_woman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Head of a woman from Hatra, Iraq. 2nd-3rd century CE. Remarkable headdress and earrings. On display at the Iraq Museum in Baghdad, Iraq.","File:Head of a woman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/c/c0/Head_of_a_woman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0023,Wikimedia Commons,Iraq,sculptures_statues,"Head of an Assyrian shedu-lamassu Khorsabad, Iraq. Iraq Museum","https://commons.wikimedia.org/wiki/File:Head_of_an_Assyrian_shedu-lamassu_Khorsabad,_Iraq._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Head_of_an_Assyrian_shedu-lamassu_Khorsabad%2C_Iraq._Iraq_Museum.jpg/960px-Head_of_an_Assyrian_shedu-lamassu_Khorsabad%2C_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Head of an Assyrian colossal shedu-lamassu from the Royal Palace of Sargon II at Khorsabad, Iraq, c. 710 BCE. Iraq Museum, Baghdad, Iraq.","File:Head of an Assyrian shedu-lamassu Khorsabad, Iraq. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/0c/Head_of_an_Assyrian_shedu-lamassu_Khorsabad%2C_Iraq._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0024,Wikimedia Commons,Iraq,sculptures_statues,"Head of lamassu from Khorsabad, Iraq. C. 710 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Head_of_lamassu_from_Khorsabad,_Iraq._C._710_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Head_of_lamassu_from_Khorsabad%2C_Iraq._C._710_BCE._Iraq_Museum.jpg/960px-Head_of_lamassu_from_Khorsabad%2C_Iraq._C._710_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Head of lamassu from Khorsabad, Iraq. Circa 710 BCE. On display at the Assyrian Gallery of the Iraq Museum in Baghdad, Iraq.","File:Head of lamassu from Khorsabad, Iraq. C. 710 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/2/22/Head_of_lamassu_from_Khorsabad%2C_Iraq._C._710_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0025,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue dedicated to the Sumerian deity Ningishzida, 2600-2370 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_dedicated_to_the_Sumerian_deity_Ningishzida,_2600-2370_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Headless_statue_dedicated_to_the_Sumerian_deity_Ningishzida%2C_2600-2370_BCE._Iraq_Museum.jpg/960px-Headless_statue_dedicated_to_the_Sumerian_deity_Ningishzida%2C_2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"White limestone, a headless statue dedicated to the Sumerian deity Ningishzida. The cuneiform inscription on the frontal aspect of the base mentions that the ruler or king, whose name was IL-La (Alla), dedicated this statue to the deity Ningishzida. The cuneiform text reads ""Al-la, lugal é kisal sukkal, nin-giš-zi-da""; “Alla, king of the courtyard, minister of Ningishzida”. From southern Mesopotamia, Iraq; probably from Tell Telloh (confiscated). Early Dynastic period, 2600-2370 BCE OR Lagash II/Ur III period, 22nd-21 century BCE. On display at the Sumerian Gallery of the Iraq Museum in Baghdad, Iraq. The transliteration was taken from ""Gudea’s Kingship and Divinity."" In Marbeh Hokma: Essays in Loving Memory of Victor Avigdor Hurowitz, edited by Shamir Yonah, Ed Greenstein, Mayer I. Gruber, Peter Machinist and Shalom Paul, 499-523. Winona Lake, IN: Eisenbrauns, 2015.","File:Headless statue dedicated to the Sumerian deity Ningishzida, 2600-2370 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/a/a4/Headless_statue_dedicated_to_the_Sumerian_deity_Ningishzida%2C_2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0026,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of a seated woman, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad","https://commons.wikimedia.org/wiki/File:Headless_statue_of_a_seated_woman,_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum,_Baghdad.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Headless_statue_of_a_seated_woman%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum%2C_Baghdad.jpg/960px-Headless_statue_of_a_seated_woman%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue of a seated woman, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad.","File:Headless statue of a seated woman, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/d2/Headless_statue_of_a_seated_woman%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum%2C_Baghdad.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0027,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of an unidentified nobleman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_of_an_unidentified_nobleman_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Headless_statue_of_an_unidentified_nobleman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg/960px-Headless_statue_of_an_unidentified_nobleman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue of an unidentified nobleman from Hatra, Iraq. In his left hand, there is a palm branch or a large feather. 2nd-3rd century CE. Iraq Museum, Baghdad, Iraq.","File:Headless statue of an unidentified nobleman from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/5/58/Headless_statue_of_an_unidentified_nobleman_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0028,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of Hercules from Hatra, Iraq. 3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_of_Hercules_from_Hatra,_Iraq._3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Headless_statue_of_Hercules_from_Hatra%2C_Iraq._3rd_century_CE._Iraq_Museum.jpg/960px-Headless_statue_of_Hercules_from_Hatra%2C_Iraq._3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"The Latin inscription at the base of the statue dates it back to 238-241 CE. This statue was erected by the Roman legion defending the city of Hatra against the Sassanian invasion. Hercules holds a cup in his left hand and a lion's skin is draped on his left forearm. The right arm holds a large bat. From the 9th temple at Hatra, Iraq. Iraq Museum, Baghdad, Iraq.","File:Headless statue of Hercules from Hatra, Iraq. 3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/09/Headless_statue_of_Hercules_from_Hatra%2C_Iraq._3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0029,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue of Hercules, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue_of_Hercules,_from_Hatra,_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Headless_statue_of_Hercules%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg/960px-Headless_statue_of_Hercules%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue of Hercules (holding a club and a lion's skin). He wears a Hatrene attire. The name of the person who dedicated this statue to the temple is inscribed on the back. From the 10th Temple at Hatra, Iraq. 2nd-3rd century CE. Iraq Museum, Baghdad, Iraq.","File:Headless statue of Hercules, from Hatra, Iraq. 2nd-3rd century CE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/0a/Headless_statue_of_Hercules%2C_from_Hatra%2C_Iraq._2nd-3rd_century_CE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0030,Wikimedia Commons,Iraq,sculptures_statues,"Headless statue, the name of the deity Ninshubur is mentioned on the right shoulder. From Adab. 2600-2370 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Headless_statue,_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Headless_statue%2C_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg/960px-Headless_statue%2C_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statue. The name of the Sumerian deity Ninshubur (also Ninshubar, Nincubura, or Ninšubur) appears in the right shoulder's cuneiform inscription. From Adab (Bismaya), Iraq. Early Dynastic period, 2600-2370 BCE. On display at the Sumerian Gallery of the Iraq Museum in Baghdad, Iraq.","File:Headless statue, the name of the deity Ninshubur is mentioned on the right shoulder. From Adab. 2600-2370 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/14/Headless_statue%2C_the_name_of_the_deity_Ninshubur_is_mentioned_on_the_right_shoulder._From_Adab._2600-2370_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0031,Wikimedia Commons,Iraq,sculptures_statues,"Headless statuette of a bearded Sumerian male from Diyala Region, Iraq","https://commons.wikimedia.org/wiki/File:Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region%2C_Iraq.jpg/960px-Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statuette of a bearded Sumerian male from Diyala Region (Khafajah, Tell Asmar. or Tell Agrab?), Iraq. Early Dynastic Period, 2600-2370 BCE. On display at the Iraq Museum in Baghdad.","File:Headless statuette of a bearded Sumerian male from Diyala Region, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/e/e1/Headless_statuette_of_a_bearded_Sumerian_male_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0032,Wikimedia Commons,Iraq,sculptures_statues,"Headless statuette of a Sumerian female worshiper from Diyala Region, Iraq","https://commons.wikimedia.org/wiki/File:Headless_statuette_of_a_Sumerian_female_worshiper_from_Diyala_Region,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Headless_statuette_of_a_Sumerian_female_worshiper_from_Diyala_Region%2C_Iraq.jpg/960px-Headless_statuette_of_a_Sumerian_female_worshiper_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statuette of a Sumerian female worshipper from Diyala Region (Khafajah, Tell Asmar. or Tell Agrab?), Iraq. Early Dynastic Period, 2600-2370 BCE. On display at the Iraq Museum in Baghdad.","File:Headless statuette of a Sumerian female worshiper from Diyala Region, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/2/2b/Headless_statuette_of_a_Sumerian_female_worshiper_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0033,Wikimedia Commons,Iraq,sculptures_statues,"Headless statuette of a Sumerian male worshiper from Diyala Region, Iraq","https://commons.wikimedia.org/wiki/File:Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Iraq.jpg/960px-Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statuette of a Sumerian male worshiper from Diyala Region (Khafajah, Tell Asmar. or Tell Agrab?), Iraq. Early Dynastic Period, 2600-2370 BCE. On display at the Iraq Museum in Baghdad.","File:Headless statuette of a Sumerian male worshiper from Diyala Region, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/a/a0/Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0034,Wikimedia Commons,Iraq,sculptures_statues,"Headless statuette of a Sumerian male worshiper from Diyala Region, Mesopotamia, Iraq","https://commons.wikimedia.org/wiki/File:Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region,_Mesopotamia,_Iraq.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Mesopotamia%2C_Iraq.jpg/960px-Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Mesopotamia%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Headless statuette of a Sumerian male worshiper from Khafajah, Diyala Region, Iraq. Early Dynastic Period, 2600-2370 BCE. On display at the Iraq Museum in Baghdad.","File:Headless statuette of a Sumerian male worshiper from Diyala Region, Mesopotamia, Iraq.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/b/bd/Headless_statuette_of_a_Sumerian_male_worshiper_from_Diyala_Region%2C_Mesopotamia%2C_Iraq.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0035,Wikimedia Commons,Iraq,sculptures_statues,Hrs KAP 0054,https://commons.wikimedia.org/wiki/File:Hrs_KAP_0054.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hrs_KAP_0054.jpg/960px-Hrs_KAP_0054.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Public domain,Statues from National Museum of Iraq,Sgt. 1st Class Kap Kim,http://www.defense.gov/news/newsarticle.aspx?id=48127,"Exhibits in the National Museum. Oct. 31, 2007",File:Hrs KAP 0054.jpg,Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/d/db/Hrs_KAP_0054.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0036,Wikimedia Commons,Iraq,sculptures_statues,"Human-headed and winged genie or apkallu, from Dur-Sharrukin, Iraq, c. 710 BCE, Iraq Museum","https://commons.wikimedia.org/wiki/File:Human-headed_and_winged_genie_or_apkallu,_from_Dur-Sharrukin,_Iraq,_c._710_BCE,_Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Human-headed_and_winged_genie_or_apkallu%2C_from_Dur-Sharrukin%2C_Iraq%2C_c._710_BCE%2C_Iraq_Museum.jpg/960px-Human-headed_and_winged_genie_or_apkallu%2C_from_Dur-Sharrukin%2C_Iraq%2C_c._710_BCE%2C_Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Human-headed and winged genie or apkallu. He holds a cone and bucket (not shown). From the Royal Palace of Sargon II at Khorsabad (Dur-Sharrukin), Iraq, c. 710 BCE. On display at the Iraq Museum in Baghdad, Iraq.","File:Human-headed and winged genie or apkallu, from Dur-Sharrukin, Iraq, c. 710 BCE, Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/0/06/Human-headed_and_winged_genie_or_apkallu%2C_from_Dur-Sharrukin%2C_Iraq%2C_c._710_BCE%2C_Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0037,Wikimedia Commons,Iraq,sculptures_statues,"Human-headed and winged genie or apkallu, from Dur-Sharrukin, Iraq, c. 710 BCE. Iraq Museum","https://commons.wikimedia.org/wiki/File:Human-headed_and_winged_genie_or_apkallu,_from_Dur-Sharrukin,_Iraq,_c._710_BCE._Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Human-headed_and_winged_genie_or_apkallu%2C_from_Dur-Sharrukin%2C_Iraq%2C_c._710_BCE._Iraq_Museum.jpg/960px-Human-headed_and_winged_genie_or_apkallu%2C_from_Dur-Sharrukin%2C_Iraq%2C_c._710_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Human-headed and winged genie or apkallu. He holds a cone (and bucket in his left hand, not shown). From the Royal Palace of Sargon II at Khorsabad (Dur-Sharrukin), Iraq, c. 710 BCE. On display at the Iraq Museum in Baghdad, Iraq.","File:Human-headed and winged genie or apkallu, from Dur-Sharrukin, Iraq, c. 710 BCE. Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/1/10/Human-headed_and_winged_genie_or_apkallu%2C_from_Dur-Sharrukin%2C_Iraq%2C_c._710_BCE._Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
commons_iraq_sculptures_statues_statues_in_national_museum_of_iraq_0038,Wikimedia Commons,Iraq,sculptures_statues,"Ivory statuette from Nimrud, Iraq Museum","https://commons.wikimedia.org/wiki/File:Ivory_statuette_from_Nimrud,_Iraq_Museum.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Ivory_statuette_from_Nimrud%2C_Iraq_Museum.jpg/960px-Ivory_statuette_from_Nimrud%2C_Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Statues from National Museum of Iraq,Osama Shukir Muhammed Amin FRCP(Glasg),Own work,"Ivory statuette of a beardless Assyrian man, part of the so-called Nimrud ivories (Assyrian style), from Well AJ at the North-West Palace, c. 9th to 7th century BCE. From Nimrud, Iraq. Excavated by an Iraqi team in the mid-1970s. The Iraq Museum, Baghdad. IM79520.","File:Ivory statuette from Nimrud, Iraq Museum.jpg",Statues in National Museum of Iraq,https://upload.wikimedia.org/wikipedia/commons/8/8b/Ivory_statuette_from_Nimrud%2C_Iraq_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg
